Date,ticker,Open,High,Low,Close,Volume
2025-01-02,AAPL,247.80922035937212,247.9784683255357,240.73124671787497,242.75210571289065,55740700
2025-01-03,AAPL,242.26429748535156,243.08059762167903,240.80091479245596,242.26429748535156,40244100
2025-01-06,AAPL,243.2100158477468,246.2164228483008,242.10501290586,243.89691162109375,45045600
2025-01-07,AAPL,241.8860138278822,244.44445006993732,240.2633629937866,241.11949157714844,40856000
2025-01-08,AAPL,240.83076714912377,242.61271628247303,238.96919157849695,241.6072540283203,37628900
2025-01-10,AAPL,238.9293760168756,239.0787097724967,231.95094323601768,235.7836151123047,61710900
2025-01-13,AAPL,232.47855694506205,233.61342361918983,228.68571346021633,233.3446350097656,49630700
2025-01-14,AAPL,233.69305795736565,235.0568847872792,231.4233246799516,232.22967529296875,39435300
2025-01-15,AAPL,233.58354315722423,237.88409983929475,233.37448198930952,236.7989959716797,39832000
2025-01-16,AAPL,236.2813854529523,236.93840239126823,227.00333958663936,227.2322998046875,71759100
2025-01-17,AAPL,231.0748831620974,231.2441159203825,227.45127273918456,228.94451904296875,68488300
2025-01-21,AAPL,222.99146586562136,223.4095730413088,218.39227174297113,221.63758850097656,98070400
2025-01-22,AAPL,218.80040121474653,223.1109074563204,218.80040121474653,222.8222198486328,64126500
2025-01-23,AAPL,223.72813912330528,226.00782197454976,221.29912251598503,222.6529998779297,60234800
2025-01-24,AAPL,223.7679421578224,224.614121166801,220.4131202139208,221.7769470214844,54697900
2025-01-27,AAPL,223.01137104866308,231.10475600574816,222.9715426392062,228.8250732421875,94863400
2025-01-28,AAPL,229.81064487405345,239.10858953414348,229.7708164605127,237.1872711181641,75707600
2025-01-29,AAPL,233.06590496072295,238.78006694024197,232.95639961161777,238.2823181152344,45486100
2025-01-30,AAPL,237.59540286874545,239.70585285329432,236.14198492507631,236.520263671875,55658300
