date,ticker,Open,High,Low,Close,Volume
2025-01-02 00:00:00-05:00,AAPL,247.80922035937212,247.97846832553566,240.73124671787497,242.75210571289062,55740700
2025-01-03 00:00:00-05:00,AAPL,242.26429748535156,243.08059762167903,240.80091479245596,242.26429748535156,40244100
2025-01-06 00:00:00-05:00,AAPL,243.2100158477468,246.21642284830082,242.10501290585998,243.89691162109375,45045600
2025-01-07 00:00:00-05:00,AAPL,241.88599852058522,244.44443460073458,240.263347789176,241.11947631835938,40856000
2025-01-08 00:00:00-05:00,AAPL,240.83078235887348,242.61273160476242,238.9692066706783,241.60726928710938,37628900
2025-01-10 00:00:00-05:00,AAPL,238.9293760168756,239.0787097724967,231.95094323601768,235.7836151123047,61710900
2025-01-13 00:00:00-05:00,AAPL,232.47855694506205,233.61342361918983,228.68571346021633,233.34463500976562,49630700
2025-01-14 00:00:00-05:00,AAPL,233.69307331230715,235.05690023183175,231.42333988575893,232.2296905517578,39435300
2025-01-15 00:00:00-05:00,AAPL,233.5835582088168,237.88411516800545,233.3744970274307,236.79901123046875,39832000
2025-01-16 00:00:00-05:00,AAPL,236.28136958651152,236.9383864807084,227.0033243432251,227.23228454589844,71759100
2025-01-17 00:00:00-05:00,AAPL,231.07489856287185,231.24413133243607,227.4512878984511,228.9445343017578,68488300
2025-01-21 00:00:00-05:00,AAPL,222.99146586562136,223.40957304130882,218.39227174297113,221.63758850097656,98070400
2025-01-22 00:00:00-05:00,AAPL,218.80040121474653,223.11090745632038,218.80040121474653,222.8222198486328,64126500
2025-01-23 00:00:00-05:00,AAPL,223.72813912330528,226.00782197454978,221.29912251598503,222.6529998779297,60234800
2025-01-24 00:00:00-05:00,AAPL,223.76795755359672,224.61413662079448,220.4131353788753,221.77696228027344,54697900
2025-01-27 00:00:00-05:00,AAPL,223.01138591977585,231.10477141655377,222.9715575076631,228.82508850097656,94863400
2025-01-28 00:00:00-05:00,AAPL,229.81063008981926,239.1085741517517,229.77080167884077,237.187255859375,75707600
2025-01-29 00:00:00-05:00,AAPL,233.06587511122757,238.78003635891557,232.95636977614706,238.28228759765625,45486100
2025-01-30 00:00:00-05:00,AAPL,237.59540286874542,239.70585285329432,236.14198492507634,236.520263671875,55658300
2025-01-02 00:00:00-05:00,KO,60.56318532605385,60.95172369229877,59.854105957226864,60.06780242919922,12991000
2025-01-03 00:00:00-05:00,KO,60.1260838245069,60.300925717409136,59.85410548811652,59.98038101196289,10403200
2025-01-06 00:00:00-05:00,KO,59.73754657572117,59.80554023474309,58.921618962081624,59.06732177734375,17924200
2025-01-07 00:00:00-05:00,KO,59.35872510017712,59.95124446164257,58.88276577044003,59.09646224975586,17799600
2025-01-08 00:00:00-05:00,KO,59.2421644320782,59.999810188238925,59.18388256415177,59.9415283203125,14412400
2025-01-10 00:00:00-05:00,KO,59.815256609978874,59.88325026999886,58.989613487001584,59.31986999511719,22425000
2025-01-13 00:00:00-05:00,KO,59.37814899305665,60.07751284879735,58.97018334727955,59.88324737548828,18016200
2025-01-14 00:00:00-05:00,KO,59.89296242778528,60.29121259835322,59.54327862818872,60.2620735168457,16658300
2025-01-15 00:00:00-05:00,KO,60.54376224128491,60.82544866848746,59.91238831728034,59.99980926513672,16187200
2025-01-16 00:00:00-05:00,KO,59.659833426497514,60.5146155610473,59.562700693074795,60.46604919433594,12585500
2025-01-17 00:00:00-05:00,KO,60.524333842809206,60.97115036571726,60.38834282223262,60.91286849975586,17948900
2025-01-21 00:00:00-05:00,KO,61.097427337560745,61.41796834450558,60.514619780260965,60.63117980957031,19817100
2025-01-22 00:00:00-05:00,KO,60.33977798914287,60.50490809421507,59.89296145486179,60.009521484375,18191900
2025-01-23 00:00:00-05:00,KO,60.02894832933634,60.20379022500067,59.61127087918005,59.766685485839844,16528400
2025-01-24 00:00:00-05:00,KO,59.95123853259344,60.23292493929741,59.67926021162321,60.145503997802734,19244600
2025-01-27 00:00:00-05:00,KO,61.06828484703341,62.34074449986105,60.679750178994574,62.03962707519531,20742900
2025-01-28 00:00:00-05:00,KO,61.68994403222078,62.20475793907842,60.49519352166236,60.57290267944336,14956000
2025-01-29 00:00:00-05:00,KO,60.76717135686382,61.544244401247944,60.7574558595347,61.02943420410156,11325600
2025-01-30 00:00:00-05:00,KO,62.020197026228445,62.447589959042645,61.41796590907141,62.21446990966797,13201000
2025-01-02 00:00:00-05:00,MSFT,422.4139505741353,422.9500047735069,411.81216477472935,415.51483154296875,16896500
2025-01-03 00:00:00-05:00,MSFT,417.99651176266025,420.9249216883709,416.46781065088146,420.2499084472656,16662900
2025-01-06 00:00:00-05:00,MSFT,424.8658449852562,431.1395722098291,422.36430932720185,424.7169494628906,20573600
2025-01-07 00:00:00-05:00,MSFT,425.85852385294453,427.49643519355806,417.7185585987197,419.2770690917969,18139100
2025-01-08 00:00:00-05:00,MSFT,420.3590683350305,423.8433749158129,418.4531451224049,421.4510192871094,15054600
2025-01-10 00:00:00-05:00,MSFT,421.52054055637365,421.5999414060332,411.98089654314987,415.88214111328125,20201100
2025-01-13 00:00:00-05:00,MSFT,412.19927707865725,415.4354144937977,409.2708974707551,414.135009765625,17604800
2025-01-14 00:00:00-05:00,MSFT,414.7504731982745,416.6663329915462,407.7123952362894,412.62615966796875,16935900
2025-01-15 00:00:00-05:00,MSFT,416.06078709453215,425.0147242617403,415.2070689754285,423.1882019042969,19637800
2025-01-16 00:00:00-05:00,MSFT,425.56071106349873,426.34490420898106,421.2822749228641,421.4708557128906,15300000
2025-01-17 00:00:00-05:00,MSFT,430.91124996405387,431.29840862027794,425.0346177976779,425.8883056640625,26197500
2025-01-21 00:00:00-05:00,MSFT,427.0497766230712,427.7446325404098,422.48345509069117,425.3622131347656,26085700
2025-01-22 00:00:00-05:00,MSFT,434.3558409675422,443.9947282693763,432.8072669314077,442.9325866699219,27803800
2025-01-23 00:00:00-05:00,MSFT,438.76331124507635,443.4785278251988,438.266972657695,443.4388122558594,18389300
2025-01-24 00:00:00-05:00,MSFT,441.9001784993804,443.37925780820444,438.1677025965132,440.8082275390625,15549500
2025-01-27 00:00:00-05:00,MSFT,420.9051049056437,432.01316613773105,420.3988297966623,431.3778381347656,35647800
2025-01-28 00:00:00-05:00,MSFT,431.4175234893937,445.0966142937209,428.2211016468738,443.9252624511719,23491700
2025-01-29 00:00:00-05:00,MSFT,443.41900040059096,443.60761150041753,437.17505205552743,439.0909118652344,23581400
2025-01-30 00:00:00-05:00,MSFT,415.7034295288443,419.7634757332681,410.1345248522129,411.95111083984375,54586300
